title,text,resume,authors,date,keywords,source
"🔴Live: Gaza deaths near 30,000 as UN warns of ‘imminent’ famine","About casualty figures from Gaza’s Hamas-run health ministry:

Gaza’s health ministry collects data from the enclave’s hospitals and the Palestinian Red Crescent.

The health ministry does not report how Palestinians were killed, whether from Israeli airstrikes and artillery barrages or errant Palestinian rocket fire. It describes all casualties as victims of “Israeli aggression”.

The ministry also does not distinguish between civilians and combatants.

Throughout four wars and numerous skirmishes between Israel and Hamas, UN agencies have cited the Hamas-run health ministry’s death tolls in regular reports. The International Committee of the Red Cross and Palestinian Red Crescent also use the numbers.

In the aftermath of war, the UN humanitarian office has published final death tolls based on its own research into medical records. The UN's counts have largely been consistent with the Gaza health ministry’s, with small discrepancies.

For more on the Gaza health ministry’s tolls, click here.

(FRANCE 24 with AP)",Resume72,[],2024-02-28 00:00:00,"['imminent', 'ministry', 'israeli', 'live', 'tolls', 'red', 'near', 'health', 'hamasrun', 'ministrys', 'deaths', 'warns', 'does', '30000', 'palestinian', 'gaza', 'famine']",france24_articles
"Zelensky to rally for support, weapons at Albania security conference","Ukrainian President Volodymyr Zelensky is due to meet with leaders from southeast Europe in Albania on Wednesday, seeking to keep support and weapons flowing to Kyiv as Russia makes gains on the battlefield two years after invading its neighbour.

Advertising Read more

Zelensky has been crisscrossing the globe in recent weeks to rally support for his beleaguered country, as Ukraine's armed forces face a critical shortage of ammunition and struggle to hold back Russia's military advances on the ground.

He arrived in Albania late Tuesday and on Wednesday was due to meet in Tirana with several leaders from across the region during the ""Ukraine-Southeast Europe Summit"" -- his first visit to the Balkan nation since Russia's invasion in February 2022.

Zelensky's visit is ""a pivotal moment for fostering bilateral ties, and standing in solidarity with Ukraine in its heroic fight against Russia's aggression"", Albania's Foreign Minister Igli Hasani said in a social media post.

Great honor to welcome President @ZelenskyyUa to Tirana.



A pivotal moment for fostering bilateral ties, and standing in solidarity with Ukraine in its heroic fight against Russia’s aggression.



🇦🇱🤝🇺🇦#WeStandwithUkraine pic.twitter.com/ngGan0Mdev — Igli Hasani (@IgliHasani) February 27, 2024

Albania, a NATO member since 2009, has been a vocal supporter of Ukraine but has stayed largely quiet in public about supplying Kyiv with arms.

During a visit to Albania earlier this month, US Secretary of State Antony Blinken praised Tirana's backing of Ukraine.

""It was one of the first countries to send military aid to Ukraine in the wake of the Russian aggression -- guns, ammunition, mine resistant vehicles -- and it's currently one of the top ten per capita in terms of its support for Ukraine and security assistance,"" Blinken said.

Seeking aid

Zelensky has repeatedly pleaded with allies for more aid, warning that Ukrainian victory ""depends"" on the West boosting support.

Already massively outgunned, his country is fending off a renewed Russian offensive with dwindling ammunition that has had to be rationed.

EU allies are rallying to address that shortfall with a Czech-led plan to buy artillery from outside the bloc.

More than two years after Russia's invasion, the EU is facing the prospect of having to shoulder more of the aid burden as funds from the United States dry up.

Political infighting in the US Congress has stalled a vital $60 billion aid package, with the Republican right-wing, led by 2024 presidential candidate Donald Trump, dramatically souring against Ukraine's cause.

House Speaker Mike Johnson, an ally of former president Donald Trump and head of a razor-thin Republican majority, has refused to allow a vote on the package.

French President Emmanuel Macron meanwhile provoked backlash from fellow allies and a warning from the Kremlin this week when he raised the possibility of sending Western troops into Ukraine.

Before arriving in Tirana, Zelensky stopped in Saudi Arabia, where he sought to promote his peace plan and discuss potential prisoner of war exchanges.

Saudi Arabia maintains relations with both Russia and Ukraine and has mediated between the warring parties before, including a deal struck in September 2022 that saw the release of more than 200 captive Ukrainians.

(AFP)

Daily newsletterReceive essential international news every morning Subscribe",Resume73,['News Wires'],2024-02-28 00:00:00,"['ammunition', 'conference', 'visit', 'aid', 'allies', 'weapons', 'rally', 'president', 'zelensky', 'ukraine', 'support', 'albania', 'security', 'russias']",france24_articles
"Biden, Trump win Michigan primaries but Democrats show discontent over Gaza","Joe Biden scored an easy win in Michigan's presidential primary Tuesday but was dealt a stinging rebuke over the war in Gaza in an Arab American-led protest that raised concerns over his bid to win the swing state in November's election.

Activist Natalia Latif tapes a Vote Uncommitted sign on the speaker's podium during an Election night gathering in Dearborn, Michigan, US, February 27, 2024.

Advertising Read more

There was little suspense over the outcome for both parties, with the president almost unopposed in the Democratic nominating contest and his predecessor Donald Trump declared the victor the Republican vote as polls were closing.

But tens of thousands of Democrats in a swing state crucial to Biden's reelection hopes ticked the ""uncommitted"" box as part of a push by the ""Listen to Michigan"" campaign to jolt the president into backing off from his support of Israel.

With almost two-thirds of polling stations still to report, the ""uncommitted"" share accounted for 50,000 votes, more than double the final totals in each of the last three election cycles.

Biden released a statement thanking voters, touting his record on working for Michigan's middle class and acknowledging that there was ""much left to do"" -- but made no mention of the Gaza conflict and ignored the protest vote.

""Listen to Michigan"" had set a modest goal of rallying 10,000 uncommitted voters in its aim to censure the president over US military funding for Israel, and to pressure him to call for an immediate ceasefire.

""President Biden has funded the bombs falling on the family members of people who live right here in Michigan -- people who voted for him, who now feel completely betrayed,"" the campaign said in a statement claiming victory.

'Completely betrayed'

The Gaza war started when Hamas attacked Israel on October 7, resulting in the deaths of about 1,140 people in Israel, mostly civilians, according to an AFP tally of official Israeli figures.

But concern has mounted amid the high civilian death toll in Israel's retaliatory campaign, now at almost 30,000, according to the health ministry in Hamas-run Gaza.

The bloodshed has weakened Biden's standing among Muslims and Arab Americans, a bloc crucial to his 2020 victory in Michigan over Trump.

The Midwestern state has the largest proportion of residents who identify as being of Middle Eastern or North African descent in the country, with most of the population concentrated around Detroit.

The protest never threatened Biden's easy march to the nomination, and his sole challenger, Minnesota congressman Dean Phillips, was trailing with under three percent support late Tuesday.

Alarm bells

But the significant number of ""uncommitted"" votes could set off alarm bells ahead of the November general election, when Biden cannot afford to see his coalition eroded in the swing state.

The US Census Bureau estimates the statewide population claiming Middle Eastern or North African descent at 310,000, although the Arab American Institute says that figure is likely a significant undercount.

The organization estimates a nationwide Arab American population of 3.7 million and says the vast majority -- more than 80 percent -- are US citizens with the right to vote.

On the Republican side, US news networks projected Trump's victory within seconds of the polls closing, although he has to wait until the weekend for confirmation under a complex system splitting the contest over several voting days.

The former president has swept the early voting states and Michigan was never expected to interrupt his march to the nomination.

His sole remaining challenger, former UN ambassador Nikki Haley, lost her home state of South Carolina to Trump over the weekend but has refused to quit, saying she doesn't believe the former president can defeat Biden.

(FRANCE 24 with AFP)

Daily newsletterReceive essential international news every morning Subscribe",Resume74,[],2024-02-28 00:00:00,"['primaries', 'democrats', 'uncommitted', 'win', 'middle', 'discontent', 'michigan', 'biden', 'state', 'president', 'arab', 'protest', 'israel', 'swing', 'trump', 'population', 'gaza']",france24_articles
"'Not at war with Russia': European, US allies taken aback by Macron's comments on troops in Ukraine","French President Emmanuel Macron faced uneasy reactions from European allies and a warning from the Kremlin on Tuesday after he refused to rule out the dispatch of Western ground troops to Ukraine in its fight against the Russian invasion.

French President Emmanuel Macron speaks during a press conference at the end of the conference in support of Ukraine, with European leaders and government representatives, at the Élysée Palace in Paris, France, February 26, 2024.

Advertising Read more

Macron said after a conference of European leaders on Monday that ""everything that is necessary"" must be done to ensure the defeat of Russia, including deploying troops.

The Kremlin warned of the ""inevitability"" of confrontation between NATO and Russia if troops from the alliance were deployed in the conflict, which would break a major taboo the West has so far been reluctant to challenge.

Macron hosted the conference just over two years to the day after Russia invaded Ukraine – seeking to rally greater support for Kyiv, which faces increasing battlefield challenges and dwindling munition stocks.

He painted a grim picture of Russia under President Vladimir Putin, arguing there had been a ""change of posture"" even in recent months that had seen a hardening of its stance both domestically and in Ukraine.

While there was ""no consensus"" on the sending of Western ground troops to Ukraine, ""nothing should be ruled out. We will do whatever it takes to ensure that Russia cannot win this war,"" Macron added.

'Not at war with Russia'

Macron had refused to say more about France's position, citing the need for ""strategic ambiguity"" but saying the issue was mentioned ""among the options"".

""We are convinced that the defeat of Russia is indispensable to security and stability in Europe,"" Macron said.

Slovak Prime Minister Robert Fico, accused by critics of being too cosy with Moscow, said after the meeting that there was disunity on the issue among European leaders.

""There are countries that are ready to send their own soldiers to Ukraine, there are countries that say never – Slovakia is among them – and there are countries that say that this proposal should be considered,"" he said.

Prime Minister Ulf Kristersson of Sweden, which is set to join NATO, poured cold water on the idea, saying ""it's not on the cards at all for the moment"".

German Chancellor Olaf Scholz said in a tetchy message on X: ""We agreed that everyone must do more for Ukraine in Paris yesterday. Ukraine needs weapons, ammunition and air defence. We are working on it. It is clear: there will be no ground troops from European countries or NATO.""

Kremlin spokesman Dmitry Peskov said that, if NATO troops appeared in Ukraine, ""we (would) need to speak not about a possibility but of the inevitability"" of confrontation.

""This is absolutely not in the interests of these countries, they should be aware of this,"" he added.

A NATO official, who spoke on condition of anonymity, emphasised ""there are no plans for NATO combat troops on the ground in Ukraine"" despite the ""unprecedented military support"" from the alliance.

The Italian government said support for Ukraine did not include sending troops.

""When we talk about sending troops, we must be very cautious because we must not make people think we are at war with Russia,"" said Italian Foreign Minister Antonio Tajani.

""We are not at war with Russia,"" he said.

But the United Kingdom issued a somewhat more circumspect reaction, with Prime Minister Rishi Sunak's spokesman saying there were no plans for a ""large-scale"" troop deployment to Ukraine.

'Belligerence threshold'

It is understood that any Western troops eventually sent to Ukraine would have no mandate to fight Russian forces but work on priorities outlined by Macron in his news conference, including de-mining, securing neighbouring countries such as Moldova and thwarting cyberattacks.

""We are not talking about soldiers on the front line, in combat, but about specific activities, far from the front,"" said Rym Momtaz, consultant research fellow at the International Institute for Strategic Studies (IISS).

But in parliament, Macron came under fire from far-right figurehead Marine Le Pen who accused him of ""taking a further step towards belligerence, posing an existential risk to 70 million French people"".

French Foreign Minister Stephane Sejourne told lawmakers that while new actions to support Ukraine such as demining and arms production could require a military presence on Ukrainian territory, this would not break ""any belligerence threshold"".

There are growing doubts about the viability of long-term US backing for Ukraine as a new aid package struggles to find legislative approval and Donald Trump, who has indicated opposition to further support for Kyiv, eyes a return to the presidency in elections this year.

""It's our future, Europe's future that is at stake. We must have the possibility to do without (the United States), not out of defiance, pessimism or fear but because it depends on us,"" said Macron.

(AFP)

Daily newsletterReceive essential international news every morning Subscribe",Resume75,"['News Wires', 'Emerald Maxwell']",2024-02-27 00:00:00,"['comments', 'aback', 'minister', 'conference', 'troops', 'russia', 'countries', 'ukraine', 'war', 'european', 'taken', 'support', 'nato', 'macron', 'allies', 'macrons']",france24_articles
Hamas examining 40-day Gaza truce proposal from Paris talks,"EXPLAINER

Hamas has received a draft proposal from Gaza truce talks in Paris for a pause in military operations and the exchange of Palestinian prisoners for Israeli hostages, a senior source close to the talks said on Tuesday.

A man walks amid the debris of destroyed houses in the aftermath of Israeli bombardment in Rafah in the southern Gaza Strip on February 22, 2024.

Advertising Read more

U.S. President Joe Biden said Israel has agreed to halt military activities in Gaza for the Muslim holy month of Ramadan as the Islamist group studied the draft proposal.

Based on a statement provided to Reuters by the source, the draft proposal for the first stage of the deal would last 40 days and the prisoner-hostage exchange would be at an overall ratio of 10 to one.

Also included in the proposal:

Both parties stop their military operations completely.

Aerial reconnaissance operations over Gaza will stop for eight hours a day.

All Israeli hostages, including women, children under 19 years of age, the elderly aged 50 years and above, and the sick, must be released in exchange for a specific number of Palestinian prisoners according to the numbers listed below.

In exchange for the 40 hostages listed under the humanitarian category, approximately 400 Palestinian prisoners will be released, according to the ratio of 10 prisoners to one hostage.

Gradual return of all displaced civilians - except men of military service age - to the northern Gaza Strip.

After commencing the first phase, Israel will reposition its forces away from densely populated areas in the Gaza Strip.

Commitment to bring in 500 trucks per day of humanitarian aid.

Commitment to providing 200,000 tents and 60,000 caravans.

Allowing the rehabilitation of hospitals and bakeries in Gaza, including immediately allowing the entry of necessary equipment and providing shipments of fuel for these purposes, according to quantities to be agreed upon.

Israel agrees to the entry of heavy machinery and equipment to remove rubble and assist with other humanitarian purposes, with the provision of fuel shipments necessary for these purposes, according to quantities to be agreed upon, provided that they increase over time. Hamas pledges not to use these machines and equipment to threaten Israel.

It is understood that the arrangements agreed in the first phase will not apply to the second phase, which will be subject to subsequent separate negotiations.

(Reuters)

Daily newsletterReceive essential international news every morning Subscribe",Resume76,['News Wires'],2024-02-27 00:00:00,"['40day', 'talks', 'according', 'proposal', 'hamas', 'phase', 'exchange', 'truce', 'examining', 'palestinian', 'operations', 'agreed', 'military', 'gaza', 'purposes', 'prisoners', 'paris']",france24_articles
Abbas accepts resignation of Palestinian government in West Bank,"About casualty figures from Gaza’s Hamas-run health ministry:

Gaza’s health ministry collects data from the enclave’s hospitals and the Palestinian Red Crescent.

The health ministry does not report how Palestinians were killed, whether from Israeli airstrikes and artillery barrages or errant Palestinian rocket fire. It describes all casualties as victims of “Israeli aggression”.

The ministry also does not distinguish between civilians and combatants.

Throughout four wars and numerous skirmishes between Israel and Hamas, UN agencies have cited the Hamas-run health ministry’s death tolls in regular reports. The International Committee of the Red Cross and Palestinian Red Crescent also use the numbers.

In the aftermath of war, the UN humanitarian office has published final death tolls based on its own research into medical records. The UN's counts have largely been consistent with the Gaza health ministry’s, with small discrepancies.

For more on the Gaza health ministry’s tolls, click here.

(FRANCE 24 with AP)",Resume77,[],2024-02-26 00:00:00,"['accepts', 'ministry', 'israeli', 'tolls', 'red', 'health', 'hamasrun', 'west', 'bank', 'does', 'resignation', 'ministrys', 'palestinian', 'gaza', 'abbas']",france24_articles
'We feel abandoned': Delayed elections highlight tensions in northern Israel,"'We feel abandoned': Delayed elections highlight tensions in northern Israel

02:15 An Israeli flag hangs from a home in the northern Israeli kibbutz of Amir. © FRANCE 24

After months of delays, municipal elections are finally taking place across many parts of Israel on Tuesday. But in communities close to the Gaza Strip and the Lebanese border, the vote has been delayed for a third time, in a sign of the tension and upheaval many are still going through since the war with Hamas broke out on October 7. In northern Israel, where clashes have intensified over the past few months, many residents say that they have learned to live with the sound of sirens warning of incoming rocket attacks. FRANCE 24's Andrew Hilliar and Claire Duhamel visited the Amir kibbutz in northern Israel to find out more.",Resume78,"['Claire Duhamel', 'Andrew Hilliar']",2024-02-27 00:00:00,"['elections', 'abandoned', 'delayed', 'kibbutz', 'israel', 'northern', 'amir', 'warning', 'france', 'tensions', 'highlight', 'israeli', 'months', 'feel']",france24_articles
Resignation of Palestinian PM Shtayyeh and his entire government 'unlikely to bring much change',"Resignation of Palestinian PM Shtayyeh and his entire government 'unlikely to bring much change'

09:35

Dr H A Hellyer, Senior Associate Fellow at the Royal United Services Institute (RUSI), joins France 24's Nadia Massih to talk about what, if anything, will be the impact of the announcement by Palestinian Prime Minister Mohammad Shtayyeh that he and his government submitted their resignation to Palestinian President Mahmoud Abbas, leader of the Ramallah-based Palestinian Authority. The United States and other powers have called for a reformed Palestinian Authority to take charge of all Palestinian territories after the end of the war sparked by Hamas's October 7 attack. Shtayyeh cited ""developments related to the aggression against the Gaza Strip and the escalation in the West Bank and Jerusalem"", which have also been torn by deadly violence during the war.",Resume79,[],2024-02-26 00:00:00,"['entire', 'united', 'bring', 'violence', 'authority', 'change', 'war', 'west', 'torn', 'resignation', 'palestinian', 'shtayyeh', 'unlikely']",france24_articles
‘Kremlin Leaks’: Files detail Putin’s €1 billion propaganda effort ahead of presidential vote,"Information warfare

Leaked documents describe the Kremlin's concerted efforts to influence public opinion – using cinema, streaming series and TV programmes – to promote a narrative of Russian heroism, traditional values and loyalty towards President Vladimir Putin ahead of his March 15-17 bid for re-election.

Advertising Read more

Internal Kremlin documents obtained by the Estonian news website Delfi revealed the workings of a €1 billion effort to keep Vladimir Putin comfortably in power and promote Russian nationalism on the home front.

The “Kremlin Leaks” documents show how Moscow is waging what it calls an “information war” inside Russia. The most recent documents obtained by Delfi – working in partnership with around 10 other international media outlets – date back to December 2023.

The overriding objective of this propaganda push is to re-elect Putin for a fifth term in the upcoming presidential election on March 15-17. About €631 million was allocated for the Kremlin’s information war, according Vsquare, an investigative journalism site specialising in Eastern European news that also worked on the documents.

But the Kremlin is also paying special attention to what it calls “new territories” – referring to Russian-occupied areas in mainly eastern Ukraine, where it has spent hundreds of millions of euros “to ensure the population’s loyalty”, notes Vsquare.

The total planned budget for this state-sponsored “information war” ahead of the presidential elections was €1.1 billion. The entertainment sector – television, cinema and online content – takes the lion's share of this budget, notes Meduza, an independent Russian investigative site that was a partner in the project.

Files seen by Meduza reveal the Putin administration's focus on creative works that highlight “traditional values​” and show that “positive changes in the way Russians live are fundamental trends”.

Content should strive to exalt “modern [Russian] heroes of whom everyone can be proud” and should also aim to promote the unity of the country by offering a sense of national belonging to “residents of the new territories”, as the documents refer to residents of Russian-occupied east Ukraine.

This type of roadmap “is nothing new in spirit, and is reminiscent of the guidelines given for film studios in the 1930s”, says Jeff Hawn, a Russia specialist at the London School of Economics, referring to the Hays code of standards used for decades by the US film industry.

“The ‘Kremlin Leaks’, above all, reveal the financial details of the ecosystem set up to push the narrative desired by Russian power,” says Vlad Strukov, professor at the University of Leeds and a specialist in Russian cinema.

Around 15 organisations and associations received nearly €600 million to produce content in line with the objectives outlined by Russian authorities. The big winner of this funding, according to the leaked files, is the Institute for Internet Development (IID), which has received more than €400 million since the beginning of 2023.

The IID was founded in 2015 to “establish dialogue between stakeholders in the Internet ecosystem and the government”, according to a 2023 Meduza article devoted to the institute's rising influence. But in 2017 its purpose changed, and the IID became a fund for financing content aimed at young people, Meduza said.

But the IID no longer just churns out memes or series for teenagers. It now represents one of the main sources of financing for films and TV shows in Russia, according to Meduza. It is the archetype of these ""alternative organisations” taking the place of former sources of funding for the arts that the “regime uses to push its own narrative”, explains Strukov.

For the presidential election, the IID has prepared a “creative campaign content” document detailing a dozen film projects, broadcasts and even music festivals.

One such series, called ""GDR"" (for German Democratic Republic, as East Germany was known during the Cold War), is about the daily life of an intelligence officer of the period. Strukov said it “gives a positive image of the security services agent”, responsible for fighting against Western influence. The subject of the series is a barely veiled allusion to Putin, who held a similar intelligence position in his younger years.

There is also “20/22”, a series that evokes the love story between a young Russian who goes on a “humanitarian mission in the Donbas” with a young woman opposed to the “special military operation” (the official euphemism used by Moscow to refer to the February 2022 Russian invasion of Ukraine).

According to Hawn, this is the first time that Putin’s team has gone to such lengths to guarantee victory at the polls for the Russian president. “It shows how, since the war, Putin and his inner circle have had to be more proactive and hands-on to frame the narrative before an election, because they cannot trust the system to work for them as much as before,"" Hawn said.

Since Putin’s re-election is assured, the aim is to “pre-rig the election” – to do as much as possible ahead of time so that the actual ""manipulation of voting results is as small as possible”.

If the flood of pro-Putin propaganda can increase the president’s margin of victory, it will send a message “to the Russian political class and give the impression that Putin still has big support among the masses, and therefore there is no reason to look for an alternative”, said Hawn.

He said another lesson from Kremlin Leaks is the increasingly ideological orientation of the Russian regime. The cult of personality has long been a feature of Putin’s rule, but “one of Vladimir Putin’s strengths, before the war in Ukraine, was that he knew when to be pragmatic”.

But now, the Kremlin is emphasising the ideological battle with a “decadent West” and is using all the tools of propaganda at its disposal to champion Russian “values”.

Despite the Kremlin's attempts to control the narrative, “Russia is not China in terms of controlling access to culture – the public can see Western productions or those from South America and Asia,” Strukov observed.

The leaks show the way in which the regime “delegates the production of the narrative developed by the Kremlin to different structures, like the IID, to be able to produce a competitive media offer in the face of these other influences”.

Meduza cited one IT insider as saying that the state finally realised that ""the content on that massive, costly Internet was being produced by everybody except the state itself"".

Daily newsletterReceive essential international news every morning Subscribe",Resume80,['Sébastian Seibt'],2024-02-27 00:00:00,"['content', 'putins', 'narrative', 'meduza', 'billion', 'iid', 'documents', 'russian', 'war', 'series', 'effort', 'presidential', 'leaks', 'vote', 'ahead', 'putin', 'files', 'kremlin', 'propaganda']",france24_articles
"Several killed in attack on Chad's intelligence services office in capital, says government","An attack on the office of Chad's ANSE internal security agency in the capital N'Djamena has killed several people, the government said Wednesday.

File photo of members of Chadian police parade during the 63rd Independence Day celebrations in N'Djamena on August 11, 2023.

Advertising Read more

Blaming the overnight assault on activists from the opposition Socialist Party Without Borders (PSF), headed by Yaya Dillo, the government said that ""the situation is now completely under control"" and ""the perpetrators of this act have been arrested or are being sought and will be prosecuted"".

The attack came after a party member was arrested and accused of an ""assassination attempt against the president of the supreme court"", it said.

Dillo is a fierce opponent of Chad's transitional president, his cousin Mahamat Idriss Deby Itno.

He denounced the attack against the supreme court president as ""staged"".

The ANSE attack comes a day after the announcement that Chad will hold a presidential election on May 6, which both Mahamat Deby Itno and Dillo intend to contest.

Mahamat Deby Itno took power in Chad after his father, Idriss Deby Itno, was killed while fighting rebels in 2021, after ruling the desert nation for three decades.

(AFP)

Daily newsletterReceive essential international news every morning Subscribe",Resume81,['News Wires'],2024-02-28 00:00:00,"['intelligence', 'office', 'itno', 'supreme', 'ndjamena', 'attack', 'mahamat', 'chads', 'capital', 'president', 'idriss', 'services', 'deby', 'killed', 'party']",france24_articles
Chinese copycats: Pet owners clone furry friends to give them 'second life',"Chinese copycats: Pet owners clone furry friends to give them 'second life'

04:59 FOCUS © FRANCE 24

If you've ever loved and lost a pet, you may have dreamt of being able to bring it back to life. In China, where animal cloning is legal, this already possible. Several companies offer cloning services to pet owners, using the DNA of the dead animal to create a new pet that's very much like the old one. The procedure can cost up to €45,000 depending on the size of the animal. Despite the ethical questions raised by cloning, business is booming. Our correspondents report.",Resume82,"['Yena Lee', 'Yan Chen', 'Lou Kisiela', 'Antoine Morel']",2024-02-28 00:00:00,"['using', 'life', 'youve', 'animal', 'pet', 'friends', 'copycats', 'furry', 'size', 'clone', 'owners', 'chinese', 'services', 'cloning', 'thats', 'second']",france24_articles
Guinea appoints former opposition leader Mamadou Oury Bah as prime minister,"Transitional authorities in junta-led Guinea have appointed one-time opposition leader and economist Mamadou Oury Bah to the role of prime minister, according to a decree read on national television on Tuesday.

Advertising Read more

The political veteran faces a challenging task setting up a government amid an indefinite general strike launched this week over deep economic hardships and the military authorities' allegedly repressive policies.

Television footage showed Bah taking the oath of office in front of interim President Mamady Doumbouya, a special forces commander who ousted former President Alpha Conde in a coup in 2021.

Bah, commonly know as Bah Oury, has been a prominent figure on the Guinean political scene since the early nineties. He served as minister of reconciliation in a consensus government in the wake of a political crisis triggered by the killing of at least 130 people in union-led protests in 2007.

The founder and vice president of the UFDG party later spent four years in exile in France, during which time he was convicted in absentia for a 2011 assassination attempt against Conde.

He returned to Guinea in 2016 following a presidential pardon, but was later pushed out of UFDG. In recent years, he has faced criticism for his support of the junta.

(REUTERS)

Daily newsletterReceive essential international news every morning Subscribe",Resume83,['News Wires'],2024-02-28 00:00:00,"['prime', 'bah', 'minister', 'leader', 'guinea', 'mamadou', 'ufdg', 'president', 'political', 'authorities', 'appoints', 'oury', 'later', 'opposition', 'read']",france24_articles
Qatar pledges €10 billion for key sectors of French economy on state visit,"France and Qatar have sealed a strategic partnership under which Qatar has agreed to channel 10 billion euros ($10.85 billion) into start-ups and investment funds in France between 2024 and 2030, the French presidency said in a statement.

French President Emmanuel Macron (R) shakes hands with Qatar's Emir Sheikh Tamim bin Hamad al-Thani during an agreement signing ceremony at the Élysée Palace, in Paris on February 27, 2024.

Advertising Read more

The investments ""to the mutual benefit of both countries""will target key sectors ranging from energy transition, semiconductor, aerospace, artificial intelligence, digital, health, hospitality and culture, it added.

The investment was announced as Sheikh Tamim bin Hamad Al-Thani, Qatar's ruling emir, started a two-day visit to France on Tuesday, his first state visit to the country since his accession to the throne in 2013.

(Reuters)

Daily newsletterReceive essential international news every morning Subscribe",Resume84,['News Wires'],2024-02-27 00:00:00,"['pledges', 'french', 'hamad', 'economy', 'sectors', 'key', 'qatars', 'qatar', 'tamim', 'state', 'france', 'sheikh', 'emir', 'bin', 'visit', 'billion', 'investment']",france24_articles
